gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G364643	0.3272893822154143	130809	3.822050893439215	0.067	1.0	0.067	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G346466	0.31806262940477603	130809	3.714227371116203	0.036	4.0	0.144	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM5G852801	0.3114837515167892	130809	3.6373468258827977	0.036	4.0	0.144	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G045596	0.3062979828166149	130809	3.576746107658231	0.036	4.0	0.144	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G157927	0.297182557898044	130809	3.470223559329196	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G041809	0.2959145536671763	130809	3.4554057046300866	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G100090	0.2930570652663645	130809	3.422013191500501	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G006714	0.29180646801696103	130809	3.4073987542000155	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G046459	0.29076202633178294	130809	3.3951934438738256	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G368886	0.28143877352989627	130809	3.2862422259059767	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G070468	0.2785749686078406	130809	3.252775898122057	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
GRMZM2G348238	0.2783731765264426	130809	3.250417762660995	0.025249999999999998	12.0	0.303	0.00022606556918809627	0.08557272672837782	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.006	1000	density	strongest
