gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G008234	12	364	6.089600887041714	5.910399112958286	5.587891582673022	0.5666666666666667	1.0	0.5666666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G148937	8	134	5.82419373314173	2.1758062668582703	5.344045319709084	0.4	2.0	0.8	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G118490	10	314	4.901468897063457	5.098531102936543	4.496279915817634	0.7799999999999999	3.0	2.34	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G017802	7	227	3.3141192345012884	3.6858807654987116	3.0378818374496435	1.89	4.0	7.56	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G138131	9	362	3.122075607442584	5.877924392557416	2.8614392657397922	1.9106666666666665	5.0	9.553333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G100090	7	255	2.859473148889113	4.140526851110887	2.620169852981094	1.982222222222222	6.0	11.893333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G081445	9	393	2.618717441229103	6.381282558770897	2.398972425792469	1.8616666666666666	8.0	14.893333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
AC194022.3_FG013	3	28	2.545353914387824	0.45464608561217584	2.331568734538382	1.8616666666666666	8.0	14.893333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM5G892426	7	283	2.4048270632769366	4.595172936723063	2.202457868512544	1.526111111111111	12.0	18.313333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G448001	6	222	2.395306035503463	3.604693964496537	2.193710300830128	1.526111111111111	12.0	18.313333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G126199	3	47	2.236844070579562	0.7631559294204381	2.0481213165061516	1.526111111111111	12.0	18.313333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G113202	3	48	2.220606710379127	0.7793932896208728	2.0332030313465608	1.526111111111111	12.0	18.313333333333333	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G407361	4	112	2.1814156575512964	1.8185843424487034	1.9971957435502032	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G087924	8	362	2.122075607442584	5.877924392557416	1.9426763033223213	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G013798	5	179	2.0935125241221613	2.9064874758778387	1.9164336002750728	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G166658	3	58	2.0582331083747785	0.9417668916252214	1.8840201797506497	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G099981	7	307	2.0151304184665007	4.984869581533499	1.8444190246823589	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G144273	13	681	1.9423577035038662	11.057642296496134	1.777558149500127	1.2325925925925927	18.0	22.186666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G378121	2	6	1.9025758387973908	0.0974241612026091	1.7410080456319146	1.3152380952380953	21.0	27.62	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G076539	3	73	1.8146727053682559	1.1853272946317441	1.6602459023567844	1.3152380952380953	21.0	27.62	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G162467	7	327	1.6903832144578033	5.309616785542197	1.5460533214905374	1.3152380952380953	21.0	27.62	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G128560	3	88	1.571112302361733	1.428887697638267	1.4364716249629184	1.2869135802469136	27.0	34.74666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G410728	2	27	1.561591274588259	0.43840872541174103	1.4277240572805023	1.2869135802469136	27.0	34.74666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G042756	2	30	1.5128791939869544	0.4871208060130456	1.382969201801729	1.2869135802469136	27.0	34.74666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
GRMZM2G021560	4	157	1.4507344485317284	2.5492655514682716	1.3258729113686059	1.2869135802469136	27.0	34.74666666666667	0.00762783060719029	1.0884200178996946	ZmSAM	ZmWallace	100 Kernel weight	10000	5	918	695	0.4	150	locality	strongest
