gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G008234	11	364	6.382808094730907	4.617191905269093	6.4461575823943145	0.17	1.0	0.17	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G118490	9	314	5.017037752048091	3.9829622479519093	5.064591283091753	0.445	2.0	0.89	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G148937	6	134	4.30026451838995	1.6997354816100505	4.339528135272189	0.7033333333333333	3.0	2.11	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G017802	6	227	3.120597355779989	2.879402644220011	3.146217411410399	1.268	5.0	6.34	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G081445	8	393	3.0149548934869417	4.985045106513058	3.0393531304122345	1.268	5.0	6.34	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G100090	6	255	2.7654287476823667	3.2345712523176333	2.786941064441258	1.3083333333333333	6.0	7.85	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G138131	7	362	2.408177281023595	4.591822718976405	2.425557769397198	1.76	7.0	12.32	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G099981	6	307	2.1058299040724964	3.8941700959275036	2.1197135629271395	1.6477777777777778	9.0	14.83	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G021560	4	157	2.0085188760240453	1.9914811239759547	2.021277074228652	1.6477777777777778	9.0	14.83	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G030203	5	262	1.676636595657961	3.323363404342039	1.6855563753966731	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
AC194022.3_FG013	2	28	1.6448313919023776	0.3551686080976225	1.6533833253033092	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G042756	2	30	1.6194622056096901	0.3805377943903098	1.6277207290912274	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G004957	3	115	1.5412717881704792	1.4587282118295208	1.5486259923800638	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G357631	2	38	1.517985460438941	0.4820145395610591	1.5250703442429017	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G386995	3	118	1.5032180087314482	1.4967819912685518	1.5101320980619417	1.5573333333333332	15.0	23.36	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G032423	2	41	1.47993168099991	0.5200683190000901	1.4865764499247793	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM5G892426	5	283	1.4102601395847443	3.5897398604152557	1.4160991151698177	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G087924	6	362	1.4081772810235949	4.591822718976405	1.413992167094898	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G144273	10	681	1.3617920673399677	8.638207932660032	1.367070480477099	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM5G886952	2	57	1.2769781906584114	0.7230218093415887	1.2812756802281275	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G166658	2	58	1.2642935975120677	0.7357064024879323	1.2684443821220868	1.360952380952381	21.0	28.58	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
GRMZM2G115598	2	65	1.175501445487662	0.8244985545123379	1.1786252953798013	1.4154166666666665	24.0	33.97	0.010351807444140134	0.9885666314908529	ZmSAM	ZmWallace	100 Kernel weight	10000	1	918	695	0.52	100	locality	strongest
