gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G177050	40	1094	15.995735230576493	24.004264769423507	9.019282744119838	0.004	1.0	0.004	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G019356	42	1238	14.836124511383638	27.163875488616362	8.364566181142752	0.005	2.0	0.01	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G159047	50	1617	14.520204632396883	35.47979536760312	8.186197721863321	0.004666666666666667	3.0	0.014	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G140674	31	793	13.600199303333781	17.39980069666622	7.666762434662755	0.0115	4.0	0.046	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM5G870342	60	2130	13.264091445272328	46.73590855472767	7.476995836288472	0.0108	5.0	0.054	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G178887	32	876	12.779034791576787	19.220965208423213	7.203132702824375	0.014333333333333332	6.0	0.086	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM5G852801	51	1775	12.053409537726942	38.94659046227306	6.793444464912412	0.018285714285714287	7.0	0.128	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G434557	33	1015	10.729132777911463	22.270867222088537	6.045757405568642	0.04375	8.0	0.35	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM5G842019	35	1132	10.161949068567267	24.838050931432733	5.725525311632067	0.046	13.0	0.598	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
GRMZM2G168917	21	497	10.094954670563544	10.905045329436456	5.687700254245355	0.046	13.0	0.598	0.021102021429186785	1.7711644775258921	ZmPAN	ZmWallace	100 Kernel weight	20000	1	918	646	0.112	500	locality	strongest
