gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM5G876621	0.18723380464957387	137543	1.8978745956345497	31.99	1.0	31.99	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G084181	0.15219657301888553	137543	1.543760745052392	14.549999999999999	3.0	43.65	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G162426	0.14869971499557008	137543	1.5084187445020185	14.549999999999999	3.0	43.65	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM5G852801	0.13627443534725536	137543	1.382839084921522	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G171139	0.13376398035636144	137543	1.357466450093832	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G381402	0.13066856852816294	137543	1.3261817808832415	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G089466	0.1304693450868505	137543	1.3241682719201766	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G306806	0.1255735306427182	137543	1.2746873162664498	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G159047	0.1250031096664886	137543	1.2689221927408634	6.526666666666667	9.0	58.74	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G088088	0.11360118199064963	137543	1.153685333964208	3.4147826086956523	23.0	78.54	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G052750	0.11275468684265476	137543	1.1451299874826375	3.4147826086956523	23.0	78.54	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G022627	0.11113322962262981	137543	1.1287422641091287	3.4147826086956523	23.0	78.54	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G414791	0.11025527394338783	137543	1.1198689527272858	3.4147826086956523	23.0	78.54	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
GRMZM2G333045	0.10929834230968245	137543	1.1101974481653076	3.4147826086956523	23.0	78.54	-0.0005483781256206807	0.09894340922583983	ZmPAN	ZmWallace	100 Kernel weight	10000	2	918	695	0.75	100	density	strongest
