gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM5G876621	0.18446552003991323	94392	1.7642720948616781	25.92	1.0	25.92	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM5G852801	0.17340888851268585	94392	1.6583761594125477	11.943333333333333	3.0	35.83	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G159047	0.1689313860773216	94392	1.6154924558450512	11.943333333333333	3.0	35.83	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G171139	0.15669344370478705	94392	1.4982824039118945	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM5G870342	0.15038933493326015	94392	1.4379042051910662	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM5G832989	0.14658130446024034	94392	1.4014324327379284	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G368886	0.1446762099500754	94392	1.3831862096657277	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G414791	0.1387610020169474	94392	1.3265327455512566	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G005980	0.1335946149644935	94392	1.277051184330316	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G089466	0.131429575940568	94392	1.2563153180623772	4.8149999999999995	10.0	48.15	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G045596	0.12812371656672092	94392	1.2246531368641764	3.0923809523809522	21.0	64.94	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G084181	0.12581509882627132	94392	1.2025421318426792	3.0923809523809522	21.0	64.94	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G022627	0.12515288452625334	94392	1.1961997116765097	3.0923809523809522	21.0	64.94	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
GRMZM2G072584	0.12348673740978039	94392	1.180242029894288	3.0923809523809522	21.0	64.94	0.0002572557290915657	0.10441034852124886	ZmPAN	ZmWallace	100 Kernel weight	10000	1	918	695	0.78	100	density	strongest
