gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G061515	0.31364779450896313	106953	3.6301403790561566	0.0435	2.0	0.087	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G368886	0.31154260231149655	106953	3.605778308480597	0.0435	2.0	0.087	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G141638	0.2948915706295924	106953	3.4130863492957806	0.037333333333333336	6.0	0.224	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G072573	0.2907971156641857	106953	3.3657037868125412	0.037333333333333336	6.0	0.224	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G100090	0.29037611671711305	106953	3.360831829718475	0.037333333333333336	6.0	0.224	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G352627	0.28090875963084483	106953	3.251272036661456	0.037333333333333336	6.0	0.224	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G412601	0.27580496395075466	106953	3.1922090063541884	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
AC205057.3_FG002	0.27522222104736394	106953	3.1854652877726277	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G080959	0.27195684993114333	106953	3.1476771933247703	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G348238	0.2708782402166204	106953	3.1351951187567977	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G100121	0.26763966493157026	106953	3.0977171156777437	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G094353	0.26519167275519523	106953	3.0693880356816106	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G319798	0.26318535813758726	106953	3.046170213399273	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G338037	0.26169672457868975	106953	3.0289431897257812	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G168651	0.25961174720235636	106953	3.004815052612312	0.039266666666666665	15.0	0.589	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G009282	0.2578558100983672	106953	2.984494692454647	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G339327	0.2531148001617033	106953	2.9296299543013182	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G105844	0.2515525752949981	106953	2.911551304521328	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G025685	0.2515074757903556	106953	2.9110293962051443	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G104639	0.25097485232811395	106953	2.9048656785203906	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G700386	0.25062412647931953	106953	2.900806947972517	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G427729	0.2500329541071235	106953	2.893965680428826	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G393349	0.250024068470814	106953	2.893862852525919	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G148790	0.24920078489167813	106953	2.8843355073824473	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM5G829396	0.2387117711582712	106953	2.7629527219299903	0.05548	25.0	1.387	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G056303	0.23749477123092141	106953	2.7488691441187934	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G402631	0.23465050351371636	106953	2.715954215521907	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G108032	0.23410883138649197	106953	2.709685783305535	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G162216	0.23319234441482986	106953	2.699079853684438	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G155532	0.23107590225528105	106953	2.6745875943448554	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G050268	0.22975969093057796	106953	2.659355905179678	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G151955	0.22942346345795897	106953	2.6554649552572704	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G105335	0.22761448035562115	106953	2.6345307269895692	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G106748	0.2248898081363337	106953	2.60299980217357	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G152105	0.22476937344404838	106953	2.60160608692195	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G380668	0.22259615487045328	106953	2.576456789708254	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM5G832989	0.22151545275996667	106953	2.563950501152504	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM5G852801	0.22125240568208726	106953	2.5609064220970597	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G149446	0.21762789157048776	106953	2.5189621907365405	0.0764871794871795	39.0	2.983	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
AC207342.3_FG008	0.2142388841219109	106953	2.47974333046208	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G171108	0.2126307669085594	106953	2.4611335973020445	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G539821	0.20808890108325934	106953	2.4085734292025056	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G003784	0.20418243811676914	106953	2.3633663803615628	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G177050	0.20309479471292033	106953	2.3507797645658677	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
GRMZM2G471600	0.20066957205277414	106953	2.3227141819178656	0.11916326530612245	49.0	5.839	-4.242233837473639e-05	0.08641269595444624	ZmRoot	ZmWallace	100 Kernel weight	500000	1	918	237	0.0	1000	density	strongest
