gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G069631	0.17829421587941988	55278	1.676619952255188	9.203333333333333	3.0	27.61	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G167957	0.17299324610436567	55278	1.6265555911826024	9.203333333333333	3.0	27.61	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G357972	0.1679351056634213	55278	1.5787846020735958	9.203333333333333	3.0	27.61	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G061681	0.14751343578044102	55278	1.385914637121529	6.215	6.0	37.29	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G033130	0.1432469503526963	55278	1.3456203370161577	6.215	6.0	37.29	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G117060	0.13928978355441535	55278	1.3082473588969683	6.215	6.0	37.29	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G149230	0.13098348568199242	55278	1.2297995439672598	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G340305	0.13015996537582264	55278	1.2220219070992457	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G056598	0.1271792514477589	55278	1.1938709187553929	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G010871	0.12497188116415345	55278	1.1730236799314004	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G162426	0.11564011155174668	55278	1.084890922502702	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G012156	0.11545758740836193	55278	1.0831670955414767	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G077541	0.11242649578429573	55278	1.054540321205683	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G052650	0.11164209975423403	55278	1.0471321887809872	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G118243	0.11136675424626973	55278	1.0445317217880776	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G097843	0.1101446775255269	55278	1.032989967580463	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G166297	0.10932113931393335	55278	1.0252121616068628	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G012932	0.10884330087422965	55278	1.020699274872012	2.761111111111111	18.0	49.7	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
GRMZM2G337819	0.10557530491452473	55278	0.9898350864964529	2.440740740740741	27.0	65.9	0.0007684969698792494	0.10588310050274324	ZmPAN	ZmIonome	Al27	50000	1	342	274	0.96	100	density	strongest
