gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G116258	3	104	2.5316666064525455	0.4683333935474546	3.987121772663494	1.6	1.0	1.6	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G101457	2	19	1.9144390915634457	0.08556090843655421	3.013043755742648	1.457	2.0	2.914	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G040300	4	625	1.185496433008085	2.814503566991915	1.8626624098588818	2.5793333333333335	3.0	7.738	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G083551	2	205	1.076842830026652	0.9231571699733481	1.6911906533827052	1.188	8.0	9.504	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G100639	2	219	1.013797950126033	0.986202049873967	1.5916963338502363	1.188	8.0	9.504	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G026346	2	225	0.9867787158829107	1.0132212841170893	1.5490559111934639	1.188	8.0	9.504	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G134703	1	8	0.9639743543425034	0.03602564565749651	1.51306719272161	1.188	8.0	9.504	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G154595	1	9	0.9594711486353165	0.04052885136468357	1.505960455612148	1.188	8.0	9.504	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G067122	1	21	0.9054326801490716	0.09456731985092834	1.420679610298603	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G100402	1	24	0.8919230630275105	0.10807693697248953	1.3993593989702169	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G163671	1	25	0.8874198573203234	0.1125801426796766	1.392252661860755	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
AC207628.4_FG010	1	36	0.8378845945412657	0.1621154054587343	1.3140785536566724	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G305254	1	38	0.8288781831268915	0.17112181687310843	1.299865079437748	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM5G844894	1	41	0.8153685660053304	0.1846314339946696	1.2785448681093619	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G121468	1	42	0.8108653602981433	0.18913463970185668	1.2714381309998999	0.8953333333333333	15.0	13.43	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G160585	1	65	0.7072916290328408	0.2927083709671591	1.1079831774822724	1.04875	16.0	16.78	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G069525	1	85	0.6172275148890995	0.38277248511090045	0.9658484352930312	0.9342857142857144	21.0	19.62	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G446213	1	95	0.5721954578172289	0.4278045421827711	0.8947810641984106	0.9342857142857144	21.0	19.62	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
GRMZM2G142664	1	96	0.5676922521100418	0.4323077478899581	0.8876743270889486	0.9342857142857144	21.0	19.62	0.005214699570748791	0.6336530587562329	ZmSAM	ZmIonome	Al27	10000	1	342	312	0.108	500	locality	strongest
