gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G026833	36	1130	6.401407321122289	29.59859267887771	4.875759809121657	2.03	1.0	2.03	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G095492	13	263	6.111124004827577	6.888875995172423	4.654524389967364	1.24	2.0	2.48	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM5G813886	13	290	5.40390099391634	7.59609900608366	4.1155241427204325	1.3733333333333333	3.0	4.12	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G025648	24	724	5.035945929639414	18.964054070360586	3.8350922739023026	1.3275	4.0	5.31	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G338465	8	141	4.306724276352427	3.693275723647573	3.279326065287191	1.6480000000000001	5.0	8.24	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G133012	9	200	3.76131103028713	5.23868896971287	2.863646894862343	2.1533333333333333	6.0	12.92	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G116542	10	254	3.346865008464656	6.653134991535344	2.547782585038779	2.325714285714286	7.0	16.28	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G144042	6	104	3.2758817357493077	2.7241182642506923	2.4936836643960922	1.3373333333333333	15.0	20.06	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G164948	15	449	3.2391432629946078	11.760856737005392	2.4656839449402117	1.3373333333333333	15.0	20.06	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G107987	5	69	3.19265230544906	1.80734769455094	2.430251503934779	1.3373333333333333	15.0	20.06	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
GRMZM2G409372	13	375	3.1774581817883707	9.82254181821163	2.4186715124986127	1.3373333333333333	15.0	20.06	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
AC213521.3_FG005	10	262	3.137317449676141	6.862682550323859	2.3880788080767252	1.3373333333333333	15.0	20.06	0.00391576096113402	1.3121014591802933	ZmSAM	ZmIonome	Al27	500000	2	342	167	0.74	100	locality	strongest
