gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G009804	0.3073644923769832	189409	3.6500684993340347	0.101	1.0	0.101	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G445169	0.2859614443763061	189409	3.395695069343199	0.059399999999999994	5.0	0.297	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G083538	0.28335288585259366	189409	3.3646925701203045	0.059399999999999994	5.0	0.297	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G099144	0.282179929543557	189409	3.3507520827864625	0.059399999999999994	5.0	0.297	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G093032	0.27417704298026296	189409	3.25563844734219	0.059399999999999994	5.0	0.297	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G122712	0.2713602553792935	189409	3.2221611630043894	0.0701	10.0	0.701	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
AC199067.2_FG004	0.2693499152994522	189409	3.1982684398024834	0.0701	10.0	0.701	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G434098	0.26390841428114004	189409	3.133596656686224	0.0701	10.0	0.701	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G063533	0.26119576049325005	189409	3.101356993981109	0.0701	10.0	0.701	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM5G847982	0.25811906608425106	189409	3.0647907390334055	0.0701	10.0	0.701	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G082032	0.24263599088322066	189409	2.8807756891410934	0.10966666666666666	15.0	1.645	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G025685	0.24245417618373527	189409	2.8786148366901068	0.10966666666666666	15.0	1.645	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G140763	0.2420381327071914	189409	2.873670194873183	0.10966666666666666	15.0	1.645	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G067122	0.23885696443127466	189409	2.8358622767814525	0.10966666666666666	15.0	1.645	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G079185	0.23351253454330334	189409	2.772344175906017	0.10966666666666666	15.0	1.645	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G034471	0.22769521341698695	189409	2.703205802333597	0.17925	20.0	3.585	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G406552	0.217590136152087	189409	2.583107806753075	0.17925	20.0	3.585	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G040679	0.214195529531372	189409	2.5427631918387155	0.17925	20.0	3.585	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
GRMZM2G445684	0.21404847944630873	189409	2.5410155139137394	0.17925	20.0	3.585	0.0002467588156582609	0.08414026575593292	ZmRoot	ZmIonome	Al27	50000	5	342	274	0.008	1000	density	strongest
