gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G445169	0.33279465852119416	117363	3.8637674836546045	0.026	1.0	0.026	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G099144	0.3151378433651936	117363	3.658653318370867	0.014199999999999999	5.0	0.071	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G009804	0.3143445847578215	117363	3.649438260294554	0.014199999999999999	5.0	0.071	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G083538	0.30661748528975175	117363	3.5596747585840594	0.014199999999999999	5.0	0.071	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G434098	0.30315397359627394	117363	3.519440135087039	0.014199999999999999	5.0	0.071	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G122712	0.2971232525072028	117363	3.449382975213364	0.031714285714285716	7.0	0.222	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
AC199067.2_FG004	0.2921658722991336	117363	3.3917945089815773	0.031714285714285716	7.0	0.222	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G025685	0.2724278365856972	117363	3.162503400481399	0.0553	10.0	0.553	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G093032	0.2692366809276497	117363	3.1254326590533537	0.0553	10.0	0.553	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G063533	0.26829920750359565	117363	3.1145422987504547	0.0553	10.0	0.553	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G067122	0.25476396620839725	117363	2.957307276712231	0.09164285714285714	14.0	1.283	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G040679	0.25359543894974834	117363	2.943732830179748	0.09164285714285714	14.0	1.283	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G406974	0.24107730113785267	117363	2.798313208039049	0.09164285714285714	14.0	1.283	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G166297	0.2369251352493597	117363	2.7500786859684925	0.09164285714285714	14.0	1.283	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G445684	0.2360195690776604	117363	2.739558983078916	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G034471	0.23370678854055116	117363	2.712692073890459	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G083725	0.23231696480034011	117363	2.6965468895043596	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G160523	0.22854741206402307	117363	2.652757074853673	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G433847	0.22604241230463729	117363	2.623657210005863	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G013986	0.22527427506408243	117363	2.6147339796538582	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G111679	0.22369381893240303	117363	2.5963742733674833	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G041141	0.21774754573120572	117363	2.52729812042389	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
AC209257.4_FG008	0.21750004200377113	117363	2.524422940499944	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G120574	0.2169337278331694	117363	2.5178442309554963	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G121221	0.2165648131518033	117363	2.5135586547481923	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G020500	0.21582143510283042	117363	2.504923044834504	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G412430	0.2155719938686056	117363	2.5020253574490194	0.10551851851851853	27.0	2.849	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G002128	0.2129449489601565	117363	2.4715077290546197	0.182875	32.0	5.852	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G305146	0.20953823754266984	117363	2.4319329380978894	0.182875	32.0	5.852	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM5G888250	0.2069048199245386	117363	2.4013412797600653	0.182875	32.0	5.852	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G121151	0.2067832404544662	117363	2.3999289258729566	0.182875	32.0	5.852	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G115481	0.19412375898372794	117363	2.2528673549240774	0.182875	32.0	5.852	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G105855	0.19254420636757807	117363	2.2345181445188693	0.24295652173913043	46.0	11.176	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G149093	0.19250783404691643	117363	2.234095617685687	0.24295652173913043	46.0	11.176	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G107076	0.1921273012224322	117363	2.2296750768368683	0.24295652173913043	46.0	11.176	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G166281	0.1905558483960847	117363	2.2114199593702564	0.24295652173913043	46.0	11.176	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
GRMZM2G007899	0.1871081392690264	117363	2.1713689097619495	0.24295652173913043	46.0	11.176	0.00019048089025172933	0.08608286576197996	ZmRoot	ZmIonome	Al27	50000	2	342	274	0.003	1000	density	strongest
